Gene ID	Gene name	ADPSBQ_Pval	ADPSBQ_logFC	ADPSBQ_qvalue	ADPVSC_Pval	ADPVSC_logFC	ADPVSC_qvalue	ADRNLG_Pval	ADRNLG_logFC	ADRNLG_qvalue	ARTAORT_Pval	ARTAORT_logFC	ARTAORT_qvalue	ARTCRN_Pval	ARTCRN_logFC	ARTCRN_qvalue	ARTTBL_Pval	ARTTBL_logFC	ARTTBL_qvalue	BRNCTXA_Pval	BRNCTXA_logFC	BRNCTXA_qvalue	CLNSGM_Pval	CLNSGM_logFC	CLNSGM_qvalue	CLNTRN_Pval	CLNTRN_logFC	CLNTRN_qvalue	ESPGEJ_Pval	ESPGEJ_logFC	ESPGEJ_qvalue	ESPMCS_Pval	ESPMCS_logFC	ESPMCS_qvalue	ESPMSL_Pval	ESPMSL_logFC	ESPMSL_qvalue	FIBRBLS_Pval	FIBRBLS_logFC	FIBRBLS_qvalue	HRTAA_Pval	HRTAA_logFC	HRTAA_qvalue	HRTLV_Pval	HRTLV_logFC	HRTLV_qvalue	LCL_Pval	LCL_logFC	LCL_qvalue	LIVER_Pval	LIVER_logFC	LIVER_qvalue	LUNG_Pval	LUNG_logFC	LUNG_qvalue	MSCLSK_Pval	MSCLSK_logFC	MSCLSK_qvalue	NERVET_Pval	NERVET_logFC	NERVET_qvalue	PNCREAS_Pval	PNCREAS_logFC	PNCREAS_qvalue	PTTARY_Pval	PTTARY_logFC	PTTARY_qvalue	SKINNS_Pval	SKINNS_logFC	SKINNS_qvalue	SKINS_Pval	SKINS_logFC	SKINS_qvalue	SMINTI_Pval	SMINTI_logFC	SMINTI_qvalue	SPLEEN_Pval	SPLEEN_logFC	SPLEEN_qvalue	STMACH_Pval	STMACH_logFC	STMACH_qvalue	THYROID_Pval	THYROID_logFC	THYROID_qvalue	WHLBLD_Pval	WHLBLD_logFC	WHLBLD_qvalue	category	region
ENSG00000198960.6	ARMCX6	9.95E-01	-0.000235587	5.31E-01	2.47E-01	0.035077518	3.63E-01	7.47E-01	-0.013183534	8.00E-01	8.77E-01	-0.004057487	6.10E-01	4.02E-01	0.03109245	5.63E-01	9.49E-01	0.001495036	6.64E-01	5.29E-01	0.051845439	4.97E-01	4.57E-02	-0.068071928	8.72E-01	9.72E-01	-0.001160667	9.10E-01	2.85E-01	0.043989617	6.75E-01	2.41E-01	0.047349804	4.96E-01	2.87E-01	-0.03503446	6.34E-01	1.47E-01	-0.033492422	2.11E-01	5.45E-01	-0.024872398	5.38E-01	5.17E-02	0.078221672	9.20E-02	3.51E-01	0.029266985	7.93E-01	9.43E-01	-0.006508962	7.99E-01	2.59E-01	0.036228483	5.99E-01	1.62E-06	0.229990489	2.03E-05	2.64E-01	0.043968263	4.53E-01	7.50E-01	-0.009183883	6.77E-01	3.65E-01	0.095374562	5.28E-01	3.33E-01	0.036268766	4.11E-01	3.51E-01	0.033510818	3.05E-01	4.52E-01	-0.05342844	7.83E-01	4.44E-01	0.024150372	4.52E-01	6.37E-01	0.016073182	6.79E-01	1.28E-01	0.037968913	2.59E-01	1.82E-01	0.042643763	3.61E-01	Inactive	nonPAR
ENSG00000203402.2	RP11-571E6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203650.3	RP4-562J12.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.44E-01	-0.05230843	5.10E-01	NA	NA	NA	Unknown	nonPAR
ENSG00000203870.5	SMIM9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203879.7	GDI1	9.45E-01	-0.000944032	5.19E-01	3.31E-01	-0.020853963	4.13E-01	1.00E-01	0.049381631	5.15E-01	1.91E-01	-0.023579814	3.14E-01	2.03E-02	-0.061006023	1.75E-01	2.64E-04	0.051428589	5.65E-03	2.19E-01	-0.031234698	3.34E-01	8.92E-01	0.003770119	9.98E-01	9.00E-01	-0.003188112	9.04E-01	4.31E-01	0.02205267	7.37E-01	7.48E-01	0.005324141	7.11E-01	8.77E-01	-0.002891627	8.02E-01	1.40E-02	-0.041080669	5.05E-02	2.10E-02	0.054085329	1.29E-01	1.82E-06	0.098784261	5.18E-05	2.30E-01	-0.034805224	7.46E-01	6.20E-02	0.094213593	3.79E-01	4.96E-01	0.011433979	7.06E-01	7.56E-01	0.005512605	4.42E-01	3.77E-03	0.035321796	5.65E-02	3.93E-01	0.016228436	5.34E-01	1.10E-02	0.094604649	1.18E-01	3.14E-01	0.021064921	3.99E-01	3.00E-05	0.074351057	3.84E-04	4.32E-01	-0.032622277	7.79E-01	3.01E-04	-0.096792132	1.13E-02	8.60E-01	0.005027703	7.34E-01	2.77E-01	0.017151084	3.78E-01	2.25E-02	-0.043909296	1.30E-01	Inactive	nonPAR
ENSG00000203902.2	PNMA6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203923.4	SPANXN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203924.2	SPANXN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203926.4	SPANXA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203930.6	LINC00632	6.37E-05	0.335299818	5.32E-04	2.91E-01	-0.130458687	3.92E-01	2.61E-01	-0.199980495	6.55E-01	1.72E-01	0.12923683	2.98E-01	4.10E-02	0.226324319	2.34E-01	5.85E-02	0.114629379	1.81E-01	2.38E-01	-0.133924036	3.47E-01	4.53E-02	0.202270562	8.72E-01	2.19E-01	0.150225301	7.84E-01	5.83E-01	0.087782994	7.81E-01	NA	NA	NA	1.57E-02	0.310899619	2.61E-01	4.09E-01	-0.057691324	3.78E-01	3.56E-03	0.297281262	5.20E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.35E-01	-0.00918802	8.05E-01	NA	NA	NA	7.17E-02	0.096215582	2.58E-01	NA	NA	NA	8.93E-03	0.353759584	1.05E-01	NA	NA	NA	2.54E-01	0.103658249	2.50E-01	NA	NA	NA	5.05E-01	0.122714499	4.81E-01	NA	NA	NA	2.31E-01	0.120080046	3.47E-01	NA	NA	NA	Unknown	nonPAR
ENSG00000203933.2	CXorf66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Inactive	nonPAR
ENSG00000203950.6	FAM127B	2.71E-02	0.034604025	5.48E-02	4.59E-02	0.044822014	1.61E-01	4.96E-01	-0.016894017	7.42E-01	4.73E-01	-0.014866308	4.82E-01	4.37E-01	-0.022156946	5.78E-01	5.30E-01	0.010350809	5.32E-01	9.22E-01	0.003031234	6.20E-01	1.86E-01	0.041087769	9.63E-01	2.02E-03	0.08378526	2.30E-01	4.74E-03	0.074857492	2.35E-01	7.38E-01	0.007012827	7.09E-01	6.90E-01	0.007323913	7.65E-01	2.81E-01	0.025378498	3.08E-01	1.47E-01	0.040091108	3.13E-01	4.74E-02	0.051780423	8.70E-02	1.46E-03	-0.185414745	2.00E-01	4.52E-03	-0.1673769	1.41E-01	4.59E-02	0.037064682	3.65E-01	1.69E-02	0.056999891	3.28E-02	2.22E-01	0.016557641	4.22E-01	7.20E-01	0.010236614	6.68E-01	8.29E-01	0.008442318	6.95E-01	6.90E-01	0.009830952	5.69E-01	4.64E-02	0.030644086	8.31E-02	4.19E-01	0.033675367	7.75E-01	6.05E-01	-0.01562822	5.18E-01	7.75E-02	0.05292687	3.17E-01	2.83E-02	0.032788001	1.16E-01	7.68E-01	-0.007273511	6.49E-01	Inactive	nonPAR
ENSG00000203952.5	CCDC160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.05E-01	-0.06180435	4.87E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.96E-01	0.061212442	6.67E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26E-01	0.157711328	5.80E-01	3.03E-01	0.124276811	2.52E-01	9.71E-01	-0.00249461	7.12E-01	NA	NA	NA	2.03E-01	-0.176415511	4.24E-01	2.59E-01	-0.145541598	3.64E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.16E-01	0.056494877	6.72E-01	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000203989.2	RHOXF2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204019.4	CXorf61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204065.2	TCEAL5	NA	NA	NA	2.39E-01	0.163603961	3.57E-01	5.40E-01	-0.077076897	7.55E-01	4.14E-01	-0.054098306	4.54E-01	4.98E-01	-0.110593414	6.04E-01	8.91E-01	-0.015093324	6.50E-01	1.72E-01	-0.066719512	2.98E-01	4.94E-01	0.055188978	9.79E-01	9.86E-01	0.001828277	9.12E-01	6.10E-01	0.04907203	7.88E-01	NA	NA	NA	3.05E-01	-0.097129968	6.46E-01	NA	NA	NA	3.48E-01	0.115369045	4.52E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.95E-01	0.065722763	5.73E-01	NA	NA	NA	2.70E-01	0.080575247	4.72E-01	NA	NA	NA	NA	NA	NA	5.66E-01	0.088100818	8.15E-01	NA	NA	NA	2.59E-02	0.255733778	2.02E-01	1.17E-01	0.106522685	2.49E-01	NA	NA	NA	Unknown	nonPAR
ENSG00000204071.5	TCEAL6	NA	NA	NA	2.11E-01	0.232173149	3.38E-01	5.50E-01	-0.063423754	7.57E-01	5.54E-01	-0.056420152	5.13E-01	NA	NA	NA	NA	NA	NA	2.72E-02	-0.105580263	1.20E-01	7.84E-02	-0.132038311	9.21E-01	2.98E-01	-0.146469454	8.17E-01	2.85E-02	-0.336210812	4.03E-01	NA	NA	NA	2.92E-01	-0.145858236	6.38E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64E-01	-0.023768336	6.52E-01	NA	NA	NA	NA	NA	NA	4.04E-01	0.21238569	7.72E-01	NA	NA	NA	6.85E-01	0.079663459	6.94E-01	3.22E-01	-0.146357597	4.06E-01	NA	NA	NA	Unknown	nonPAR
ENSG00000204086.3	RPA4	NA	NA	NA	7.57E-01	0.039358869	5.93E-01	NA	NA	NA	1.98E-01	-0.178270797	3.19E-01	4.36E-01	0.129846765	5.78E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.14E-01	0.013000692	8.01E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204116.7	CHIC1	6.32E-02	-0.038273224	9.85E-02	6.55E-02	0.060477304	1.91E-01	4.14E-01	-0.030565502	7.18E-01	5.52E-01	0.01583311	5.13E-01	4.32E-01	0.026822629	5.77E-01	8.68E-01	0.00331136	6.44E-01	4.60E-03	-0.105429886	5.11E-02	5.06E-01	-0.027544822	9.79E-01	6.45E-01	0.015363028	8.77E-01	6.34E-01	0.015191996	7.92E-01	5.33E-01	-0.016658838	6.47E-01	5.60E-01	-0.012909978	7.34E-01	8.72E-01	0.002809829	5.52E-01	1.23E-01	-0.048171831	2.89E-01	1.98E-03	-0.080648868	1.00E-02	3.59E-01	0.036948422	7.94E-01	1.72E-01	0.207021336	5.25E-01	2.08E-01	-0.031118982	5.67E-01	2.09E-14	-0.325630627	1.75E-12	5.44E-01	0.010391857	5.94E-01	2.58E-01	-0.0406143	4.50E-01	4.31E-01	0.036871922	5.62E-01	1.01E-01	0.067118856	2.27E-01	9.57E-01	-0.001329511	5.23E-01	4.23E-01	0.052612465	7.75E-01	6.03E-01	0.019826228	5.17E-01	6.05E-01	-0.021877017	6.68E-01	8.35E-01	-0.004078108	6.09E-01	1.24E-01	0.06118095	3.02E-01	Inactive	nonPAR
ENSG00000204118.1	NAP1L6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53E-01	-0.196714603	2.84E-01	2.99E-01	-0.230872661	5.05E-01	5.26E-01	-0.074230373	5.30E-01	6.68E-01	-0.059919863	5.48E-01	1.85E-01	-0.167943096	9.63E-01	2.53E-02	-0.381259274	5.57E-01	NA	NA	NA	NA	NA	NA	7.54E-01	0.037430085	7.81E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.63E-01	0.06445862	6.02E-01	1.50E-01	-0.320560301	3.59E-01	6.35E-03	-0.501223947	8.85E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17E-01	-0.121945249	3.36E-01	NA	NA	NA	Unknown	nonPAR
ENSG00000204119.1	LINC00684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204131.6	NHSL2	5.28E-02	-0.068721126	8.70E-02	1.35E-01	-0.084912047	2.74E-01	6.73E-01	0.038239194	7.83E-01	7.06E-04	0.17662545	1.20E-02	8.09E-01	-0.022259791	7.05E-01	6.26E-01	-0.021734757	5.71E-01	6.70E-01	0.041898323	5.49E-01	5.21E-01	-0.050977117	9.80E-01	9.50E-01	0.005434555	9.09E-01	7.20E-01	0.024953021	8.10E-01	6.91E-01	-0.023850793	6.97E-01	7.10E-01	-0.016706898	7.71E-01	2.22E-01	0.087067777	2.69E-01	8.67E-01	0.0113738	6.40E-01	5.07E-04	0.210642261	3.78E-03	NA	NA	NA	NA	NA	NA	8.69E-02	0.077519948	4.46E-01	9.57E-01	-0.002815365	5.01E-01	2.46E-01	-0.040679452	4.40E-01	8.33E-01	0.020380497	7.02E-01	9.92E-01	-0.000795402	7.32E-01	4.47E-01	0.056090364	4.73E-01	5.88E-01	-0.027102008	4.07E-01	4.47E-01	0.098388926	7.82E-01	5.31E-01	-0.048570565	4.92E-01	5.01E-01	0.057003701	6.30E-01	6.83E-01	-0.015497818	5.61E-01	7.59E-02	0.079770152	2.38E-01	Variable	nonPAR
ENSG00000204165.5	CXorf65	8.04E-01	-0.020172792	4.77E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.63E-01	0.115043903	8.57E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46E-01	0.15573308	6.86E-01	NA	NA	NA	3.86E-03	0.192053633	1.33E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.17E-01	-0.066128144	3.79E-01	5.92E-01	0.098961125	8.22E-01	1.64E-02	0.188459548	9.35E-02	NA	NA	NA	NA	NA	NA	1.38E-03	0.147704055	2.87E-02	Variable	nonPAR
ENSG00000204195.3	AWAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.21E-01	-0.021483454	6.38E-01	3.38E-04	-1.170244183	2.41E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Inactive	nonPAR
ENSG00000204271.6	SPIN3	7.66E-02	-0.056921861	1.12E-01	8.77E-01	0.007755033	6.25E-01	2.46E-01	-0.045432984	6.46E-01	1.22E-01	-0.049615332	2.53E-01	2.88E-02	-0.104328182	2.00E-01	9.95E-01	-0.000189503	6.74E-01	1.38E-03	-0.164961221	3.00E-02	3.60E-01	-0.039823572	9.73E-01	7.52E-01	-0.013224914	8.90E-01	4.95E-01	-0.028733953	7.57E-01	1.08E-01	-0.053634557	3.65E-01	5.45E-01	-0.019273501	7.31E-01	4.72E-01	0.022343078	4.08E-01	9.20E-01	-0.004121842	6.53E-01	4.84E-01	-0.035408584	3.60E-01	6.06E-01	-0.028426309	8.50E-01	5.59E-01	-0.043015862	7.11E-01	6.95E-01	-0.011956131	7.59E-01	3.19E-01	-0.049036592	2.60E-01	1.01E-01	-0.039937554	3.05E-01	4.51E-01	0.028676292	5.64E-01	7.46E-01	-0.018148667	6.73E-01	1.22E-01	0.088972106	2.50E-01	7.15E-01	-0.014286921	4.51E-01	5.41E-01	0.042779187	8.09E-01	1.81E-03	0.150099409	2.82E-02	8.50E-02	-0.074401095	3.29E-01	2.29E-01	0.030660167	3.45E-01	1.62E-01	-0.126340313	3.42E-01	Inactive	nonPAR
ENSG00000204279.3	PAGE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204363.4	SPANXN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204375.5	XAGE1E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204376.7	XAGE1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204379.6	XAGE1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204382.7	XAGE1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204620.2	AC115618.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204645.4	SSX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000204904.3	CXorf31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
