Gene ID	Gene name	ADPSBQ_Pval	ADPSBQ_logFC	ADPSBQ_qvalue	ADPVSC_Pval	ADPVSC_logFC	ADPVSC_qvalue	ADRNLG_Pval	ADRNLG_logFC	ADRNLG_qvalue	ARTAORT_Pval	ARTAORT_logFC	ARTAORT_qvalue	ARTCRN_Pval	ARTCRN_logFC	ARTCRN_qvalue	ARTTBL_Pval	ARTTBL_logFC	ARTTBL_qvalue	BRNCTXA_Pval	BRNCTXA_logFC	BRNCTXA_qvalue	CLNSGM_Pval	CLNSGM_logFC	CLNSGM_qvalue	CLNTRN_Pval	CLNTRN_logFC	CLNTRN_qvalue	ESPGEJ_Pval	ESPGEJ_logFC	ESPGEJ_qvalue	ESPMCS_Pval	ESPMCS_logFC	ESPMCS_qvalue	ESPMSL_Pval	ESPMSL_logFC	ESPMSL_qvalue	FIBRBLS_Pval	FIBRBLS_logFC	FIBRBLS_qvalue	HRTAA_Pval	HRTAA_logFC	HRTAA_qvalue	HRTLV_Pval	HRTLV_logFC	HRTLV_qvalue	LCL_Pval	LCL_logFC	LCL_qvalue	LIVER_Pval	LIVER_logFC	LIVER_qvalue	LUNG_Pval	LUNG_logFC	LUNG_qvalue	MSCLSK_Pval	MSCLSK_logFC	MSCLSK_qvalue	NERVET_Pval	NERVET_logFC	NERVET_qvalue	PNCREAS_Pval	PNCREAS_logFC	PNCREAS_qvalue	PTTARY_Pval	PTTARY_logFC	PTTARY_qvalue	SKINNS_Pval	SKINNS_logFC	SKINNS_qvalue	SKINS_Pval	SKINS_logFC	SKINS_qvalue	SMINTI_Pval	SMINTI_logFC	SMINTI_qvalue	SPLEEN_Pval	SPLEEN_logFC	SPLEEN_qvalue	STMACH_Pval	STMACH_logFC	STMACH_qvalue	THYROID_Pval	THYROID_logFC	THYROID_qvalue	WHLBLD_Pval	WHLBLD_logFC	WHLBLD_qvalue	category	region
ENSG00000012211.8	PRICKLE3	6.19E-02	0.049311286	9.72E-02	9.30E-02	0.070088305	2.27E-01	1.12E-02	-0.105574406	2.69E-01	1.31E-03	-0.118090985	1.82E-02	2.46E-01	-0.054965886	4.69E-01	4.34E-01	-0.023727933	4.88E-01	3.39E-01	0.076080618	4.09E-01	9.27E-01	-0.004667333	9.99E-01	7.36E-01	0.016233216	8.89E-01	7.29E-01	-0.01744345	8.11E-01	2.40E-01	-0.030139445	4.96E-01	3.14E-01	0.034889098	6.50E-01	4.71E-01	0.017679271	4.07E-01	1.48E-01	-0.061494874	3.13E-01	5.77E-01	0.020426796	3.96E-01	5.15E-01	-0.026825349	8.32E-01	3.27E-01	0.067744117	6.21E-01	4.42E-01	-0.025008292	6.86E-01	6.66E-01	0.012777281	4.10E-01	4.01E-01	-0.023714745	5.32E-01	7.26E-01	0.014020061	6.70E-01	1.51E-01	-0.103620086	3.79E-01	2.42E-01	-0.048637771	3.51E-01	7.70E-02	-0.044832837	1.17E-01	3.64E-01	-0.058803595	7.60E-01	3.77E-01	-0.039117919	4.19E-01	8.60E-02	-0.081611059	3.30E-01	5.35E-01	0.017016993	5.06E-01	4.63E-01	0.026153666	5.40E-01	Inactive	nonPAR
ENSG00000013563.9	DNASE1L1	4.16E-02	0.061147733	7.37E-02	2.38E-03	-0.121891348	3.79E-02	3.36E-01	-0.043785964	6.87E-01	6.37E-02	-0.057017843	1.82E-01	8.36E-01	0.010245873	7.10E-01	2.19E-01	0.038104859	3.54E-01	2.62E-01	-0.07479556	3.64E-01	4.74E-01	-0.041236043	9.79E-01	8.42E-02	0.073223879	6.71E-01	5.69E-01	-0.030470447	7.78E-01	2.07E-01	0.04100264	4.70E-01	5.36E-01	-0.019860288	7.28E-01	4.74E-01	-0.03332595	4.08E-01	7.41E-02	-0.079954983	2.31E-01	1.45E-01	-0.071373994	1.78E-01	4.04E-01	0.054875504	8.07E-01	9.34E-01	-0.00662443	7.98E-01	5.26E-01	0.017531739	7.16E-01	2.20E-02	-0.06344011	4.00E-02	7.17E-02	-0.042905734	2.58E-01	2.10E-01	0.053002422	4.14E-01	6.81E-02	-0.14989179	2.67E-01	6.88E-02	-0.089527173	1.81E-01	3.71E-01	0.030684216	3.14E-01	1.11E-01	0.094014113	6.22E-01	7.50E-01	0.015834669	5.67E-01	5.97E-01	-0.022565393	6.65E-01	6.96E-02	-0.042555394	1.91E-01	6.24E-01	0.016310444	6.03E-01	Inactive	nonPAR
ENSG00000013619.9	MAMLD1	2.21E-06	-0.258159051	3.17E-05	4.67E-01	-0.059975735	4.83E-01	4.60E-01	0.04472284	7.31E-01	2.88E-01	-0.057642712	3.84E-01	3.39E-01	-0.063639428	5.32E-01	1.66E-01	-0.061991155	3.12E-01	1.65E-01	-0.063742233	2.93E-01	6.55E-01	-0.031946526	9.89E-01	8.88E-01	-0.008461406	9.02E-01	2.23E-01	-0.101114052	6.46E-01	5.80E-01	0.025580768	6.63E-01	8.30E-03	-0.153092136	2.04E-01	9.44E-05	-0.220408261	1.49E-03	9.17E-01	-0.007101877	6.53E-01	8.51E-01	0.009743395	4.84E-01	NA	NA	NA	6.64E-01	0.056281951	7.43E-01	8.00E-02	-0.109499493	4.32E-01	5.53E-03	-0.137387791	1.42E-02	3.12E-01	-0.029718996	4.83E-01	3.85E-01	0.039822976	5.29E-01	7.72E-01	0.045006313	6.80E-01	9.77E-01	0.001746457	6.51E-01	2.73E-04	-0.151142165	2.05E-03	9.41E-01	0.005179976	8.79E-01	8.99E-01	-0.012926599	6.08E-01	4.91E-01	-0.049669535	6.26E-01	4.65E-01	-0.03623614	4.79E-01	4.97E-01	0.072012186	5.57E-01	Inactive	nonPAR
ENSG00000015285.6	WAS	1.06E-02	0.068227479	2.77E-02	5.75E-01	-0.021843034	5.30E-01	3.60E-02	-0.088565758	3.93E-01	9.79E-01	-0.000981346	6.34E-01	6.90E-01	0.024060681	6.70E-01	4.32E-01	0.027657845	4.88E-01	2.29E-01	0.081433675	3.41E-01	7.66E-01	-0.019843031	9.96E-01	6.94E-01	0.017183667	8.83E-01	8.93E-01	-0.006094353	8.37E-01	4.85E-01	-0.02175565	6.30E-01	3.56E-02	-0.073125296	3.51E-01	NA	NA	NA	9.49E-01	0.0031651	6.60E-01	7.81E-01	-0.01179788	4.63E-01	2.18E-01	-0.036998057	7.36E-01	6.35E-01	0.03735372	7.34E-01	5.26E-01	0.016643379	7.16E-01	9.26E-01	0.00344269	4.93E-01	4.76E-01	0.018528544	5.66E-01	3.95E-03	-0.192565162	6.24E-02	5.52E-01	0.061356103	6.11E-01	4.49E-02	-0.088991255	1.43E-01	6.12E-01	-0.016816933	4.16E-01	1.38E-01	-0.093960048	6.47E-01	1.47E-02	-0.078007249	8.84E-02	1.20E-01	-0.077825056	3.76E-01	9.38E-02	0.052722576	2.23E-01	5.87E-01	-0.010525676	5.90E-01	Variable	nonPAR
ENSG00000017483.10	SLC38A5	2.11E-02	-0.166724586	4.59E-02	1.31E-02	0.229700389	8.86E-02	3.93E-01	-0.102566566	7.08E-01	4.19E-01	-0.060900527	4.56E-01	7.02E-01	-0.040138737	6.73E-01	8.64E-01	0.013431018	6.43E-01	1.93E-01	0.148664317	3.14E-01	1.87E-01	-0.158973228	9.63E-01	7.19E-01	0.024997482	8.88E-01	4.77E-01	-0.068356462	7.53E-01	1.10E-01	-0.115209729	3.67E-01	1.95E-02	-0.168064843	2.82E-01	1.60E-01	-0.131039601	2.20E-01	3.01E-01	-0.092694717	4.25E-01	6.12E-05	0.36855705	7.44E-04	6.81E-01	-0.028046942	8.58E-01	1.15E-01	-0.248240435	4.64E-01	2.69E-01	0.055422422	6.06E-01	8.60E-03	-0.213321268	1.99E-02	4.77E-01	0.039352795	5.66E-01	9.16E-02	-0.07939835	2.88E-01	2.98E-01	0.11364471	4.90E-01	4.77E-01	-0.047131644	4.87E-01	3.92E-04	-0.16833504	2.70E-03	4.03E-01	-0.070449315	7.72E-01	5.27E-02	0.146883193	1.66E-01	2.32E-01	-0.119909699	4.85E-01	5.99E-01	-0.030672092	5.32E-01	2.74E-01	0.078072562	4.30E-01	Inactive	nonPAR
ENSG00000017621.11	MAGIX	6.37E-01	0.02484729	4.20E-01	3.64E-01	-0.059311199	4.32E-01	6.35E-01	-0.029447492	7.73E-01	4.99E-02	-0.10963186	1.61E-01	8.52E-01	0.012496963	7.15E-01	7.13E-01	0.017658947	6.01E-01	1.57E-01	0.086503725	2.86E-01	9.20E-01	0.008209336	9.98E-01	8.59E-01	0.012596851	9.01E-01	6.73E-01	0.03237931	8.00E-01	4.91E-02	-0.082027932	2.75E-01	8.03E-01	-0.015968909	7.89E-01	5.47E-01	-0.032596336	4.42E-01	3.13E-03	-0.206572834	4.84E-02	1.37E-02	-0.177401924	3.80E-02	9.79E-01	0.00228866	8.89E-01	6.27E-02	0.155743483	3.80E-01	4.12E-03	-0.094671255	1.39E-01	5.89E-01	0.029625398	3.82E-01	1.04E-03	-0.16077056	2.64E-02	7.56E-01	-0.011115108	6.79E-01	4.59E-01	-0.046216315	5.74E-01	1.36E-02	-0.121206833	7.32E-02	7.86E-01	-0.00967404	4.74E-01	6.52E-01	0.044218652	8.35E-01	7.93E-01	-0.017079328	5.79E-01	7.46E-01	0.01494809	7.08E-01	7.41E-01	0.010035364	5.82E-01	5.85E-01	0.030009116	5.90E-01	Inactive	nonPAR
ENSG00000018610.9	CXorf56	9.60E-02	0.04045996	1.30E-01	2.14E-01	0.045403841	3.40E-01	2.28E-01	0.039336747	6.34E-01	7.44E-01	0.01066552	5.74E-01	9.71E-01	-0.001722222	7.42E-01	3.42E-01	-0.02341352	4.38E-01	9.05E-01	-0.006022521	6.17E-01	6.21E-01	0.024702773	9.86E-01	3.29E-01	0.043168266	8.30E-01	6.41E-01	0.02246208	7.94E-01	7.10E-01	-0.008279348	7.02E-01	1.22E-01	0.04815554	5.08E-01	6.65E-01	-0.010246631	4.87E-01	4.64E-01	0.034876677	5.06E-01	4.03E-01	0.037859536	3.25E-01	1.80E-01	0.044781139	7.13E-01	9.04E-01	-0.00998141	7.94E-01	7.78E-01	-0.007410336	7.76E-01	1.26E-02	0.083202224	2.66E-02	2.79E-01	0.026859772	4.62E-01	5.58E-02	0.078480544	2.29E-01	4.09E-01	0.0568923	5.51E-01	4.88E-01	0.02076673	4.93E-01	7.43E-02	0.040940887	1.14E-01	6.76E-01	0.025942612	8.38E-01	4.54E-01	0.039541201	4.57E-01	7.76E-03	0.101238624	1.20E-01	6.17E-01	-0.0105236	5.38E-01	4.35E-01	0.025311568	5.26E-01	Inactive	nonPAR
ENSG00000022267.12	FHL1	3.73E-05	0.235629417	3.45E-04	6.91E-02	-0.133296289	1.96E-01	9.45E-02	0.088559211	5.04E-01	6.85E-03	0.130130312	5.23E-02	4.37E-01	-0.059063477	5.78E-01	3.07E-01	-0.038796018	4.17E-01	2.61E-02	-0.072841717	1.17E-01	3.81E-01	0.063742581	9.73E-01	1.16E-01	0.114370405	7.13E-01	1.18E-01	0.107427258	5.60E-01	4.68E-08	0.285805656	1.36E-05	1.96E-02	0.121382923	2.82E-01	2.63E-01	-0.057170769	2.97E-01	1.70E-01	-0.101883988	3.33E-01	9.96E-01	0.000370709	5.22E-01	4.19E-02	-0.699370196	5.37E-01	6.96E-01	0.035555651	7.50E-01	4.78E-02	0.079658515	3.69E-01	3.99E-01	0.036911064	3.00E-01	2.30E-01	-0.044042248	4.28E-01	8.44E-01	-0.011496546	7.05E-01	1.22E-02	0.174857464	1.22E-01	1.20E-03	0.208892671	1.68E-02	5.93E-06	0.241343398	1.13E-04	8.04E-01	-0.023614555	8.58E-01	2.49E-01	0.078464101	3.45E-01	2.96E-01	0.056473856	5.29E-01	1.02E-02	0.10203297	6.62E-02	2.52E-01	0.05993279	4.15E-01	Inactive	nonPAR
ENSG00000029993.10	HMGB3	2.04E-03	0.156502092	8.06E-03	9.97E-01	0.000277706	6.56E-01	7.66E-01	0.017377064	8.05E-01	1.78E-01	-0.074837205	3.04E-01	5.83E-01	0.039664082	6.35E-01	6.60E-02	-0.104672289	1.92E-01	6.19E-02	-0.086953594	1.83E-01	9.57E-01	0.005694397	1.00E+00	8.85E-01	0.007919207	9.02E-01	4.98E-01	-0.050656285	7.57E-01	1.17E-01	-0.041552367	3.74E-01	5.92E-01	0.030795573	7.43E-01	2.75E-01	-0.038339056	3.05E-01	3.00E-01	-0.084372161	4.24E-01	3.24E-02	-0.190885052	6.80E-02	5.67E-01	-0.025797335	8.45E-01	3.32E-02	-0.230856055	3.17E-01	9.89E-02	0.07948948	4.60E-01	1.01E-01	-0.113647455	1.19E-01	5.92E-01	0.040349584	6.13E-01	9.83E-01	0.001450888	7.34E-01	9.56E-01	0.006585772	7.25E-01	1.75E-03	-0.1500411	2.19E-02	5.56E-03	-0.097120327	1.91E-02	7.29E-01	0.027605462	8.45E-01	8.16E-01	-0.022642519	5.84E-01	2.26E-01	0.069086056	4.78E-01	1.19E-01	-0.075870965	2.51E-01	8.76E-01	0.008817732	6.78E-01	Inactive	nonPAR
ENSG00000036473.6	OTC	2.86E-01	0.192593867	2.61E-01	1.70E-04	0.825754416	9.46E-03	NA	NA	NA	7.50E-03	0.850457549	5.57E-02	8.10E-01	0.065810814	7.05E-01	8.79E-03	0.489264982	5.90E-02	NA	NA	NA	NA	NA	NA	9.74E-04	0.453816686	1.46E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.42E-01	0.088080192	7.06E-01	2.83E-02	0.326404401	3.04E-01	NA	NA	NA	2.12E-03	0.604517978	4.14E-02	6.94E-01	0.070371986	6.59E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.43E-01	0.123011841	7.48E-01	NA	NA	NA	4.00E-03	0.812436281	8.69E-02	6.98E-03	0.514410404	5.37E-02	NA	NA	NA	Variable	nonPAR
ENSG00000044446.7	PHKA2	1.22E-08	0.125487837	3.65E-07	7.74E-02	0.061011451	2.07E-01	6.20E-02	0.074597411	4.43E-01	1.90E-01	0.030649295	3.14E-01	9.31E-01	0.002387396	7.32E-01	9.98E-03	0.048190017	6.40E-02	8.67E-01	0.005943082	6.06E-01	7.84E-02	-0.054807749	9.21E-01	5.92E-01	-0.024689147	8.70E-01	2.10E-01	-0.041513306	6.37E-01	9.26E-01	0.001833715	7.54E-01	1.56E-01	-0.030316265	5.46E-01	3.98E-01	0.016375575	3.72E-01	9.99E-01	2.62E-05	6.71E-01	8.83E-01	0.004370555	4.92E-01	4.40E-01	0.024927216	8.12E-01	6.24E-01	0.039583455	7.32E-01	6.86E-01	-0.007155784	7.57E-01	3.04E-01	0.027971664	2.52E-01	1.42E-01	0.022940839	3.51E-01	3.02E-01	-0.032659247	4.80E-01	3.13E-01	-0.042864086	4.99E-01	8.50E-04	-0.106588731	1.32E-02	6.20E-03	-0.053293844	2.06E-02	9.19E-01	-0.005803724	8.76E-01	1.62E-02	-0.079658944	9.29E-02	9.88E-01	0.000394918	7.61E-01	9.05E-03	0.041115854	6.24E-02	1.72E-01	0.034775853	3.51E-01	Inactive	nonPAR
ENSG00000046647.9	GEMIN8	8.02E-08	0.130737747	1.89E-06	6.02E-05	0.148252797	4.92E-03	2.44E-07	0.20508984	1.23E-04	1.73E-19	0.301921242	7.07E-17	3.40E-07	0.24427896	1.22E-04	7.89E-09	0.157364704	1.04E-06	2.36E-02	0.132304786	1.12E-01	1.74E-08	0.254980834	1.09E-05	4.75E-06	0.170316213	1.63E-03	2.97E-09	0.260279949	2.20E-06	1.25E-19	0.281784136	6.62E-17	7.84E-18	0.282250012	4.79E-15	9.27E-56	0.600594308	5.69E-53	7.99E-04	0.128017805	2.14E-02	2.00E-02	0.078920584	4.96E-02	2.80E-02	0.106594585	4.85E-01	1.97E-01	0.074807483	5.44E-01	6.31E-12	0.212965029	2.77E-09	5.81E-11	0.199168508	2.56E-09	3.40E-49	0.449613279	2.93E-46	4.69E-12	0.260955011	2.36E-09	3.55E-09	0.307573437	2.99E-06	8.24E-08	0.21787666	1.12E-05	2.13E-17	0.246124214	4.97E-15	2.37E-02	0.141313919	4.74E-01	1.49E-02	0.113919001	8.88E-02	1.53E-07	0.186329017	6.08E-05	1.36E-20	0.258784556	6.38E-18	3.48E-05	0.149780824	2.59E-03	Escape	nonPAR
ENSG00000046651.10	OFD1	7.86E-03	0.059204623	2.23E-02	7.76E-02	0.060337262	2.07E-01	2.37E-05	0.156131893	9.00E-03	3.47E-27	0.339539957	2.17E-24	2.63E-05	0.196578061	4.72E-03	1.08E-30	0.273249256	6.63E-28	3.34E-03	0.134474413	4.39E-02	5.63E-08	0.227467596	3.39E-05	3.35E-10	0.250869675	1.72E-07	7.02E-08	0.223283693	4.01E-05	3.01E-17	0.255177515	1.40E-14	5.04E-13	0.194278123	2.37E-10	3.82E-05	0.15857113	7.87E-04	5.75E-04	0.107007582	1.78E-02	3.91E-02	0.060193334	7.68E-02	1.78E-01	0.05827572	7.13E-01	1.89E-05	0.251225458	5.49E-03	5.90E-08	0.155065232	1.99E-05	3.05E-04	0.077292427	1.45E-03	1.66E-47	0.405328997	1.24E-44	1.42E-09	0.223135054	6.28E-07	3.68E-05	0.252436596	4.29E-03	9.42E-09	0.190023824	1.85E-06	1.98E-28	0.249171671	7.22E-26	1.52E-03	0.230997375	2.09E-01	1.10E-01	-0.078699032	2.34E-01	1.08E-04	0.167634919	1.30E-02	4.19E-18	0.277968257	1.74E-15	8.04E-06	0.143774541	8.40E-04	Escape	nonPAR
ENSG00000046653.10	GPM6B	2.09E-04	-0.241910971	1.38E-03	4.42E-01	-0.062383654	4.73E-01	2.83E-01	-0.104706303	6.66E-01	1.14E-02	-0.226751082	7.12E-02	3.84E-01	-0.084621192	5.52E-01	1.32E-02	-0.182440883	7.52E-02	4.87E-01	0.027558141	4.79E-01	1.80E-03	0.245738893	3.12E-01	1.14E-02	0.194931379	4.72E-01	8.41E-01	-0.015989865	8.28E-01	6.44E-02	0.079556013	2.98E-01	7.61E-05	0.196692311	1.07E-02	2.05E-07	-0.734865227	1.18E-05	3.62E-02	0.16154519	1.64E-01	1.14E-02	0.211351971	3.33E-02	6.44E-01	-0.035147079	8.52E-01	3.11E-01	0.151838605	6.13E-01	7.76E-01	0.012730265	7.76E-01	2.37E-02	0.104953159	4.22E-02	8.75E-12	0.185940698	1.85E-09	2.56E-02	0.120055492	1.59E-01	9.74E-01	-0.003883096	7.28E-01	2.29E-02	0.109305892	9.81E-02	2.10E-05	0.146020529	3.00E-04	2.94E-01	0.112450954	7.35E-01	6.40E-01	-0.044211597	5.31E-01	2.91E-03	0.228059317	7.43E-02	1.05E-01	0.056725755	2.35E-01	5.12E-01	0.057880574	5.62E-01	Escape	nonPAR
ENSG00000046774.9	MAGEC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000047230.10	CTPS2	3.99E-03	0.052632236	1.33E-02	2.35E-01	0.03403586	3.54E-01	3.26E-04	0.105452316	5.46E-02	1.43E-03	0.064253671	1.93E-02	4.05E-01	0.025683798	5.64E-01	2.21E-01	0.023475747	3.56E-01	6.64E-01	0.01638692	5.47E-01	3.45E-01	-0.025672278	9.73E-01	6.76E-01	-0.013455714	8.81E-01	4.69E-01	-0.024188074	7.49E-01	7.79E-01	-0.006384733	7.21E-01	8.46E-01	0.004115578	7.97E-01	1.17E-24	0.26592405	4.44E-22	9.86E-01	0.000545862	6.68E-01	1.79E-01	-0.034689537	2.02E-01	2.59E-01	-0.074177713	7.56E-01	2.46E-01	-0.077100467	5.71E-01	7.80E-03	0.061361704	1.82E-01	3.43E-02	0.049699195	5.51E-02	6.04E-01	0.008468723	6.19E-01	7.87E-01	-0.006346996	6.88E-01	9.51E-02	-0.078965485	3.12E-01	6.51E-01	0.012362263	5.56E-01	2.91E-03	0.054885083	1.19E-02	7.00E-01	0.020938298	8.41E-01	4.05E-02	0.062228192	1.46E-01	2.99E-01	0.029135811	5.32E-01	5.16E-02	-0.03380192	1.63E-01	5.97E-01	0.020313152	5.95E-01	Variable	nonPAR
ENSG00000047597.5	XK	7.10E-01	0.030723367	4.46E-01	6.59E-01	0.052335972	5.60E-01	4.20E-01	0.072901389	7.22E-01	4.02E-01	-0.048019428	4.48E-01	2.44E-01	0.082276452	4.67E-01	7.52E-02	0.057540148	2.07E-01	2.53E-02	-0.119616884	1.15E-01	4.97E-01	0.045095748	9.79E-01	7.11E-01	-0.023423128	8.87E-01	3.80E-01	-0.051524732	7.14E-01	1.66E-02	-0.105688271	1.81E-01	6.76E-01	-0.019503892	7.62E-01	NA	NA	NA	9.20E-02	-0.096097573	2.56E-01	8.97E-04	-0.200219309	5.73E-03	NA	NA	NA	4.07E-01	-0.13458793	6.55E-01	8.39E-01	0.012755275	7.88E-01	7.41E-09	0.252062797	1.91E-07	1.04E-01	-0.136089959	3.08E-01	9.96E-02	0.074940077	3.00E-01	1.73E-01	0.148399872	4.02E-01	1.42E-02	0.196547467	7.46E-02	4.91E-02	0.107683636	8.62E-02	9.83E-01	-0.001881189	8.83E-01	9.86E-02	-0.246002509	2.24E-01	3.92E-03	0.189793687	8.66E-02	1.57E-03	0.173784042	2.23E-02	1.46E-02	0.182049993	1.05E-01	Variable	nonPAR
ENSG00000047634.10	SCML1	8.04E-01	-0.006452813	4.77E-01	9.61E-01	-0.001837617	6.48E-01	9.93E-01	0.000423787	8.38E-01	4.36E-01	-0.026333857	4.64E-01	6.82E-03	0.131016242	1.12E-01	3.52E-01	-0.020849472	4.43E-01	1.18E-01	-0.065524643	2.49E-01	3.56E-01	-0.046213753	9.73E-01	2.77E-01	0.051675793	8.09E-01	3.26E-01	0.043706848	6.92E-01	7.40E-01	0.010275405	7.09E-01	3.18E-01	-0.031008267	6.51E-01	1.16E-01	-0.043692611	1.84E-01	7.53E-01	0.012314093	6.09E-01	9.00E-01	-0.004962837	4.97E-01	3.92E-01	-0.19891674	8.02E-01	7.50E-01	0.021257662	7.62E-01	5.52E-01	-0.016349584	7.23E-01	2.37E-02	-0.062102881	4.22E-02	9.27E-01	0.002016017	7.03E-01	7.32E-01	0.012789354	6.72E-01	2.07E-01	-0.091070967	4.27E-01	9.16E-02	0.061029081	2.14E-01	5.45E-01	-0.014154973	3.90E-01	6.99E-01	-0.024781482	8.41E-01	2.90E-01	-0.055387166	3.72E-01	9.03E-01	-0.006946334	7.44E-01	3.96E-01	-0.0232026	4.47E-01	1.87E-04	-0.236574747	8.32E-03	Inactive	nonPAR
ENSG00000047644.13	WWC3	7.27E-02	-0.033543311	1.08E-01	1.27E-04	-0.120812279	8.10E-03	4.66E-01	0.033066874	7.33E-01	7.92E-01	0.006936928	5.87E-01	5.02E-01	-0.025580464	6.05E-01	4.22E-02	-0.039135895	1.52E-01	1.80E-01	-0.044586147	3.05E-01	9.78E-01	-0.001204815	1.00E+00	4.35E-02	-0.079258796	6.08E-01	6.14E-01	-0.02179218	7.89E-01	5.35E-01	-0.011068342	6.47E-01	4.59E-01	-0.020389398	7.10E-01	2.03E-01	-0.036579406	2.54E-01	2.04E-01	0.041811704	3.59E-01	8.01E-02	-0.053566248	1.22E-01	5.23E-01	0.11034998	8.34E-01	5.40E-01	0.041769804	7.05E-01	2.13E-01	-0.029314844	5.70E-01	9.20E-09	-0.246067302	2.28E-07	1.47E-01	-0.024283121	3.55E-01	2.15E-02	0.081105905	1.44E-01	4.88E-02	-0.0691498	2.29E-01	1.93E-01	-0.031641885	3.16E-01	2.02E-03	-0.052997253	9.05E-03	9.49E-01	-0.003688843	8.79E-01	4.37E-01	-0.033394484	4.48E-01	1.16E-01	-0.052799084	3.72E-01	6.21E-01	-0.014966418	5.39E-01	3.49E-01	-0.027984986	4.79E-01	Inactive	nonPAR
ENSG00000047648.17	ARHGAP6	1.54E-07	-0.165205641	3.36E-06	7.87E-01	0.013647998	6.03E-01	9.62E-01	-0.003169764	8.35E-01	4.82E-02	-0.078169536	1.58E-01	1.92E-01	-0.067498852	4.26E-01	1.75E-01	-0.041741774	3.18E-01	4.33E-01	0.055585336	4.57E-01	6.53E-01	0.032528557	9.89E-01	5.65E-01	0.03201412	8.68E-01	6.73E-01	0.021698408	8.00E-01	1.33E-01	0.0515283	3.96E-01	9.67E-01	-0.001519394	8.16E-01	2.81E-01	-0.058693025	3.08E-01	5.91E-03	-0.141550531	6.75E-02	6.12E-03	-0.114241152	2.20E-02	2.81E-01	-0.188292103	7.71E-01	5.54E-01	-0.055503101	7.09E-01	1.50E-01	-0.049427874	5.23E-01	2.14E-06	-0.293866463	2.58E-05	7.78E-03	-0.09127538	8.53E-02	1.68E-02	-0.189501013	1.27E-01	8.94E-01	0.011617945	7.11E-01	3.73E-01	0.044062127	4.34E-01	2.50E-01	-0.039055186	2.48E-01	3.54E-01	0.060772523	7.54E-01	5.58E-01	0.030618032	5.03E-01	7.70E-01	-0.015363546	7.15E-01	5.04E-02	0.081548624	1.61E-01	3.43E-02	-0.131112054	1.61E-01	Inactive	nonPAR
ENSG00000049768.10	FOXP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.22E-02	-0.168264759	3.27E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83E-01	0.308590559	6.45E-01	3.08E-01	0.111950775	6.27E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81E-01	-0.129180653	3.06E-01	2.05E-01	-0.091363766	2.19E-01	8.90E-01	-0.030496869	8.72E-01	4.18E-01	-0.118149112	4.39E-01	NA	NA	NA	NA	NA	NA	8.18E-03	-0.209512419	7.62E-02	Inactive	nonPAR
ENSG00000049769.8	PPP1R3F	3.61E-05	-0.118695654	3.38E-04	1.10E-02	-0.110502107	8.08E-02	6.53E-01	-0.024268821	7.78E-01	6.30E-01	-0.016638406	5.39E-01	2.63E-02	-0.116346326	1.94E-01	1.87E-01	-0.035217901	3.28E-01	3.01E-02	-0.063976349	1.26E-01	5.95E-01	-0.026094597	9.85E-01	4.29E-02	-0.094710953	6.06E-01	1.69E-01	-0.058771657	6.06E-01	2.48E-01	-0.041908805	5.02E-01	3.06E-01	-0.026810531	6.46E-01	6.91E-01	0.014500065	4.97E-01	6.83E-01	0.016523616	5.86E-01	2.47E-02	-0.087983389	5.70E-02	9.18E-01	0.006304829	8.84E-01	1.74E-01	0.130946054	5.26E-01	4.63E-01	-0.028789539	6.94E-01	8.50E-02	0.048855926	1.05E-01	2.14E-03	-0.06599969	4.15E-02	2.04E-01	-0.064498727	4.09E-01	1.67E-01	-0.076283552	3.96E-01	4.59E-03	-0.128944311	3.95E-02	3.61E-03	-0.096503897	1.39E-02	5.99E-02	-0.138146761	5.58E-01	1.82E-06	-0.250529002	3.66E-04	6.45E-01	-0.024143818	6.81E-01	1.26E-02	-0.06574813	7.47E-02	4.21E-01	0.031536845	5.20E-01	Inactive	nonPAR
